"AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","COUNT","ICCC_GROUP","POPULATION","AGE","RACE","SEX","YEAR","CRUDE_CI_LOWER","CRUDE_CI_UPPER","CRUDE_RATE","SERIALID"
"6","7.40000009536743","6.69999980926514","360","VIII Malignant bone tumors",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",102
"3.20000004768372","4.30000019073486","3.70000004768372","201","VIII(a) Osteosarcomas",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",103
"null","null","null","null","VIII(b) Chondrosarcomas",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",104
"2.20000004768372","3.09999990463257","2.59999990463257","142","VIII(c) Ewing tumor and related sarcomas of bone",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",105
"null","null","null","null","VIII(d) Other specified malignant bone tumors",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",106
"null","null","null","null","VIII(e) Unspecified malignant bone tumors",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",107
"4.19999980926514","5.40000009536743","4.80000019073486","258","X Germ cell, trophoblastic tumors & neoplasms of gonads",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",108
"1.20000004768372","1.89999997615814","1.5","80","X(a) Intracranial & intraspinal germ cell tumors",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",109
"0.800000011920929","1.39999997615814","1.10000002384186","59","X(b) Malignant extracranial & extragonadal germ cell tumors",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",110
"1.70000004768372","2.40000009536743","2","109","X(c) Malignant gonadal germ cell tumors",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",111
"null","null","null","null","X(d) Gonadal carcinomas",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",112
"null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",113
"5.09999990463257","6.30000019073486","5.69999980926514","305","XI Other malignant epithelial neoplasms and malignant melanomas",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",114
"0.200000002980232","0.5","0.300000011920929","16","XI(a) Adrenocortical carcinomas",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",115
"1.5","2.29999995231628","1.89999997615814","100","XI(b) Thyroid carcinomas",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",116
"0.200000002980232","0.5","0.300000011920929","18","XI(c) Nasopharyngeal carcinomas",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",117
"1.29999995231628","2.09999990463257","1.70000004768372","90","XI(d) Malignant melanomas",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",118
"null","null","null","null","XI(e) Skin carcinomas",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",119
"1.10000002384186","1.79999995231628","1.5","78","XI(f) Other and unspecified carcinomas",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",120
"0.600000023841858","1","0.800000011920929","41","XII Other and unspecified malignant neoplasms",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",121
"null","null","null","null","XII(a) Other specified malignant tumors",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",122
"0.300000011920929","0.800000011920929","0.5","28","XII(b) Other unspecified malignant tumors",53577590,"0-14","All Races","Male and Female","2000-04-01 00:00:00","null","null","null",123
"153.300003051758","159.899993896484","156.600006103516","8745","All ICCC Groups Combined",55895109,"0-14","All Races","Male and Female","2001-04-01 00:00:00","null","null","null",124
"49","52.7000007629395","50.7999992370605","2825","I Leukemias, myeloproliferative & myelodysplastic diseases",55895109,"0-14","All Races","Male and Female","2001-04-01 00:00:00","null","null","null",125
"37.2999992370605","40.5999984741211","38.9000015258789","2159","I(a) Lymphoid leukemias",55895109,"0-14","All Races","Male and Female","2001-04-01 00:00:00","null","null","null",126
"6.69999980926514","8.10000038146973","7.40000009536743","412","I(b) Acute myeloid leukemias",55895109,"0-14","All Races","Male and Female","2001-04-01 00:00:00","null","null","null",127
"1.29999995231628","2","1.60000002384186","93","I(c) Chronic myeloproliferative diseases",55895109,"0-14","All Races","Male and Female","2001-04-01 00:00:00","null","null","null",128
"1.29999995231628","2","1.70000004768372","93","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",55895109,"0-14","All Races","Male and Female","2001-04-01 00:00:00","null","null","null",129
"0.899999976158142","1.5","1.20000004768372","68","I(e) Unspecified and other specified leukemias",55895109,"0-14","All Races","Male and Female","2001-04-01 00:00:00","null","null","null",130
"15","17.1000003814697","16.1000003814697","902","II Lymphomas and reticuloendothelial neoplasms",55895109,"0-14","All Races","Male and Female","2001-04-01 00:00:00","null","null","null",131
"5.30000019073486","6.5","5.90000009536743","331","II(a) Hodgkin lymphomas",55895109,"0-14","All Races","Male and Female","2001-04-01 00:00:00","null","null","null",132
"5.80000019073486","7.19999980926514","6.5","364","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",55895109,"0-14","All Races","Male and Female","2001-04-01 00:00:00","null","null","null",133
"1.89999997615814","2.70000004768372","2.29999995231628","127","II(c) Burkitt lymphoma",55895109,"0-14","All Races","Male and Female","2001-04-01 00:00:00","null","null","null",134
"0.800000011920929","1.29999995231628","1","58","II(d) Miscellaneous lymphoreticular neoplasms",55895109,"0-14","All Races","Male and Female","2001-04-01 00:00:00","null","null","null",135
"5.30000019073486","6.59999990463257","5.90000009536743","327","III(d) Other gliomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",202
"0.5","1","0.699999988079071","41","III(e) Other specified intracranial & intraspinal neoplasms",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",203
"0.300000011920929","0.600000023841858","0.400000005960464","23","III(f) Unspecified intracranial and intraspinal neoplasms",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",204
"10.1999998092651","11.8999996185303","11","612","IV Neuroblastoma and other peripheral nervous cell tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",205
"10.1000003814697","11.8000001907349","10.8999996185303","605","IV(a) Neuroblastoma and ganglioneuroblastoma",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",206
"10.1000003814697","11.8999996185303","11","611","IX Soft tissue and other extraosseous sarcomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",207
"4.80000019073486","6.09999990463257","5.40000009536743","301","IX(a) Rhabdomyosarcomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",208
"1","1.60000002384186","1.20000004768372","69","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",209
"null","null","null","null","IX(c) Kaposi sarcoma",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",210
"2.90000009536743","3.90000009536743","3.29999995231628","188","IX(d) Other specified soft tissue sarcomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",211
"0.699999988079071","1.20000004768372","0.899999976158142","53","IX(e) Unspecified soft tissue sarcomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",212
"0.200000002980232","0.600000023841858","0.400000005960464","20","Not classified by ICCC",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",213
"3.29999995231628","4.30000019073486","3.70000004768372","208","V Retinoblastoma",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",214
"7.40000009536743","9","8.19999980926514","451","VI Renal tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",215
"7.19999980926514","8.69999980926514","7.90000009536743","438","VI(a) Nephroblastoma and other nonepithelial renal tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",216
"null","null","null","null","VI(b) Renal carcinomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",217
"null","null","null","null","VI(c) Unspecified malignant renal tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",218
"1.5","2.29999995231628","1.89999997615814","104","VII Hepatic tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",219
"1.20000004768372","1.89999997615814","1.5","84","VII(a) Hepatoblastoma",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",220
"0.200000002980232","0.5","0.300000011920929","19","VII(b) Hepatic carcinomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",221
"null","null","null","null","VII(c) Unspecified malignant hepatic tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",222
"6.30000019073486","7.69999980926514","7","392","VIII Malignant bone tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",223
"3.29999995231628","4.30000019073486","3.70000004768372","211","VIII(a) Osteosarcomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",224
"null","null","null","null","VIII(b) Chondrosarcomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",225
"2.20000004768372","3.09999990463257","2.59999990463257","145","VIII(c) Ewing tumor and related sarcomas of bone",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",226
"0.200000002980232","0.600000023841858","0.400000005960464","20","VIII(d) Other specified malignant bone tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",227
"null","null","null","null","VIII(e) Unspecified malignant bone tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",228
"4.80000019073486","6","5.40000009536743","303","X Germ cell, trophoblastic tumors & neoplasms of gonads",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",229
"1.20000004768372","1.79999995231628","1.5","83","X(a) Intracranial & intraspinal germ cell tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",230
"1.20000004768372","1.89999997615814","1.5","85","X(b) Malignant extracranial & extragonadal germ cell tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",231
"1.89999997615814","2.70000004768372","2.20000004768372","125","X(c) Malignant gonadal germ cell tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",232
"null","null","null","null","X(d) Gonadal carcinomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",233
"null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",234
"5.90000009536743","7.30000019073486","6.59999990463257","372","XI Other malignant epithelial neoplasms and malignant melanomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",235
"null","null","null","null","XI(a) Adrenocortical carcinomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",236
"1.60000002384186","2.40000009536743","2","112","XI(b) Thyroid carcinomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",237
"null","null","null","null","XI(c) Nasopharyngeal carcinomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",238
"2","2.79999995231628","2.40000009536743","134","XI(d) Malignant melanomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",239
"null","null","null","null","XI(e) Skin carcinomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",240
"1.29999995231628","2","1.60000002384186","93","XI(f) Other and unspecified carcinomas",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",241
"0.5","0.899999976158142","0.600000023841858","36","XII Other and unspecified malignant neoplasms",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",242
"0.200000002980232","0.600000023841858","0.400000005960464","20","XII(a) Other specified malignant tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",243
"0.200000002980232","0.5","0.300000011920929","16","XII(b) Other unspecified malignant tumors",55565102,"0-14","All Races","Male and Female","2002-04-01 00:00:00","null","null","null",244
"149.300003051758","155.699996948242","152.5","8697","All ICCC Groups Combined",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",245
"45.9000015258789","49.5","47.7000007629395","2706","I Leukemias, myeloproliferative & myelodysplastic diseases",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",246
"34.5999984741211","37.7000007629395","36.0999984741211","2044","I(a) Lymphoid leukemias",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",247
"6.80000019073486","8.30000019073486","7.5","430","I(b) Acute myeloid leukemias",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",248
"1.10000002384186","1.79999995231628","1.39999997615814","82","I(c) Chronic myeloproliferative diseases",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",249
"1.39999997615814","2.09999990463257","1.70000004768372","97","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",250
"0.699999988079071","1.20000004768372","0.899999976158142","53","I(e) Unspecified and other specified leukemias",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",251
"14.8000001907349","16.8999996185303","15.8000001907349","904","II Lymphomas and reticuloendothelial neoplasms",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",252
"5","6.30000019073486","5.59999990463257","326","II(a) Hodgkin lymphomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",253
"5.69999980926514","7","6.30000019073486","359","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",254
"2.20000004768372","3.09999990463257","2.59999990463257","148","II(c) Burkitt lymphoma",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",255
"0.899999976158142","1.39999997615814","1.10000002384186","64","II(d) Miscellaneous lymphoreticular neoplasms",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",256
"null","null","null","null","II(e) Unspecified lymphomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",257
"31.7000007629395","34.7000007629395","33.2000007629395","1883","III CNS and misc intracranial and intraspinal neoplasms",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",258
"null","null","null","null","VII(c) Unspecified malignant hepatic tumors",57966135,"0-14","All Races","Male and Female","2006-04-01 00:00:00","null","null","null",259
"2.09999990463257","2.90000009536743","2.5","142","III(a) Ependymomas and choroid plexus tumor",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",260
"15.3999996185303","17.5","16.3999996185303","935","III(b) Astrocytomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",261
"6.59999990463257","8.10000038146973","7.30000019073486","414","III(c) Intracranial and intraspinal embryonal tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",262
"5.09999990463257","6.40000009536743","5.69999980926514","325","III(d) Other gliomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",263
"0.600000023841858","1.10000002384186","0.800000011920929","48","III(e) Other specified intracranial & intraspinal neoplasms",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",264
"0.200000002980232","0.5","0.300000011920929","19","III(f) Unspecified intracranial and intraspinal neoplasms",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",265
"9.80000019073486","11.5","10.6000003814697","607","IV Neuroblastoma and other peripheral nervous cell tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",266
"9.60000038146973","11.3000001907349","10.5","598","IV(a) Neuroblastoma and ganglioneuroblastoma",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",267
"null","null","null","null","IV(b) Other peripheral nervous cell tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",268
"9.69999980926514","11.3999996185303","10.5","601","IX Soft tissue and other extraosseous sarcomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",269
"4.40000009536743","5.59999990463257","5","284","IX(a) Rhabdomyosarcomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",270
"0.800000011920929","1.29999995231628","1","58","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",271
"null","null","null","null","IX(c) Kaposi sarcoma",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",272
"3","4","3.5","200","IX(d) Other specified soft tissue sarcomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",273
"0.699999988079071","1.29999995231628","1","57","IX(e) Unspecified soft tissue sarcomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",274
"0.200000002980232","0.5","0.300000011920929","16","Not classified by ICCC",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",275
"3.59999990463257","4.69999980926514","4.09999990463257","236","V Retinoblastoma",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",276
"7.90000009536743","9.39999961853027","8.60000038146973","488","VI Renal tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",277
"7.5","9","8.19999980926514","464","VI(a) Nephroblastoma and other nonepithelial renal tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",278
"0.200000002980232","0.5","0.300000011920929","20","VI(b) Renal carcinomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",279
"null","null","null","null","VI(c) Unspecified malignant renal tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",280
"2.09999990463257","3","2.5","146","VII Hepatic tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",281
"1.70000004768372","2.5","2.09999990463257","119","VII(a) Hepatoblastoma",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",282
"0.300000011920929","0.699999988079071","0.5","27","VII(b) Hepatic carcinomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",283
"null","null","null","null","VII(c) Unspecified malignant hepatic tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",284
"6.19999980926514","7.59999990463257","6.90000009536743","397","VIII Malignant bone tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",285
"3.29999995231628","4.30000019073486","3.79999995231628","220","VIII(a) Osteosarcomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",286
"null","null","null","null","VIII(b) Chondrosarcomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",287
"1.89999997615814","2.70000004768372","2.29999995231628","133","VIII(c) Ewing tumor and related sarcomas of bone",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",288
"0.200000002980232","0.5","0.300000011920929","17","VIII(d) Other specified malignant bone tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",289
"null","null","null","null","VIII(e) Unspecified malignant bone tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",290
"4.59999990463257","5.69999980926514","5.09999990463257","297","X Germ cell, trophoblastic tumors & neoplasms of gonads",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",291
"0.899999976158142","1.5","1.20000004768372","70","X(a) Intracranial & intraspinal germ cell tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",292
"1.10000002384186","1.79999995231628","1.39999997615814","83","X(b) Malignant extracranial & extragonadal germ cell tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",293
"1.89999997615814","2.59999990463257","2.20000004768372","129","X(c) Malignant gonadal germ cell tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",294
"null","null","null","null","X(d) Gonadal carcinomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",295
"null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",296
"5.80000019073486","7.09999990463257","6.40000009536743","372","XI Other malignant epithelial neoplasms and malignant melanomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",297
"null","null","null","null","XI(a) Adrenocortical carcinomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",298
"1.79999995231628","2.59999990463257","2.20000004768372","126","XI(b) Thyroid carcinomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",299
"null","null","null","null","XI(c) Nasopharyngeal carcinomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",300
"1.60000002384186","2.40000009536743","2","115","XI(d) Malignant melanomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",301
"null","null","null","null","XI(e) Skin carcinomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",302
"1.5","2.20000004768372","1.79999995231628","104","XI(f) Other and unspecified carcinomas",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",303
"0.600000023841858","1","0.800000011920929","44","XII Other and unspecified malignant neoplasms",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",304
"0.200000002980232","0.5","0.300000011920929","19","XII(a) Other specified malignant tumors",56909320,"0-14","All Races","Male and Female","2003-04-01 00:00:00","null","null","null",305
